"X","fes_youth","fes_p_ss_fc_pr","macv_p_ss_fs","macv_p_ss_fo","macv_p_ss_isr","macv_p_ss_fr","macv_p_ss_r","demo_prnt_age_v2","demo_prnt_marital_v2","demo_comb_income_v2","demo_fam_exp","demo_yrs_1","demo_yrs_2","parent_rules_q1","parent_rules_q4","parent_rules_q7","y"
4167.47349953896,4.4677469326826,1.78045217790787,5.85123925097986,4.01767136134193,3.59823340158971,4.19078027345488,4.74486583000629,46.9525114550062,5.76786789623033,1.57143690496527,0.00849676708472164,2.96936974605756,3.67018133289181,-1.38787567218349,-0.414005939738834,0.421514629010076,0
2407.70327621268,3.37191894295477,1.3464239917402,4.75044398763603,3.68013673554472,3.76447908798571,4.43182262647743,6.36281587895141,39.0470199510136,2.81307630642778,8.68067971387423,-0.198409411812942,4.40378125124163,4.48916805692429,2.56622768100905,1.69427739123791,2.62510646263339,0
249.919522945946,-0.0683258828246585,2.48419945205666,3.44743101052826,3.50648706181127,3.3019679432907,1.72752485725456,0.772067773355818,37.511001722508,2.21308123480884,6.79759059460433,0.108904910606731,0.88024834373689,1.36352603831991,-1.16473203045912,-0.0610035530460872,0.276325933670199,0
3572.91403264644,-0.969978967476181,2.43422922970149,4.73227170231303,3.59285622719603,5.01656390103533,4.93302748083708,4.54663000685979,35.9354879418405,1.69144531475109,8.99045929287363,-0.160627681785703,1.11009639333859,3.88930957278937,-0.485636852677589,-0.48853565276182,0.272888514005042,0
5428.92464464837,3.1010037890043,2.29003672087365,2.90480476258772,2.46014322064695,3.86561545901491,2.58443915102589,1.70518533637468,41.5115233001727,-1.17451833910092,7.48645878346542,0.0953035374494165,3.10293883498254,1.83687631865009,0.10981909007288,-0.130838179321142,-0.128745189238294,0
3256.82711966086,-0.466048096822308,2.57634632902774,3.89324289800504,2.95685522308788,3.52059248615735,2.9486158072669,2.59651198226171,41.6823942692374,0.375864510387128,8.87817494578571,0.233475342154949,-1.4407941262242,0.605984778955209,-0.146527982280771,0.806353469459389,0.0174599034849028,0
662.448642185977,-1.64467075861404,3.05148498339769,4.89628130071897,3.72560209164641,4.12267138150208,3.63001769690822,2.3649412256545,44.1664725732303,1.31118069442537,3.75149284963938,-0.19547045179132,2.27057182566032,3.25140842359633,0.31601499693848,-0.422920349697954,0.440267548535176,0
3935.28447928417,6.66344205028963,-0.0859016445100318,4.60301042010046,3.89249673026564,5.21295955628011,4.16640616737256,5.31662530617738,48.1216233086692,1.13015376355199,10.8191692894709,0.0626831625245035,3.04704265156739,3.36880263451271,0.559866938834477,0.100868298700938,0.745880898185849,0
2901.6557049054,1.0922021663622,-0.387317703740171,5.0580701112787,3.41744116105103,4.99384258565915,3.80911630274224,1.31567603388491,39.2196784342243,3.58680831598358,8.82256830889999,0.99277064256333,0.460075454301396,3.05026938534813,2.79817326191381,0.027064877635592,0.373827528694534,0
6000.45204259152,4.19634328170872,-0.38255484527645,4.91569221779858,3.81456057430511,4.50650767037988,4.48573096049084,4.53830018565161,37.0759576204234,2.37273437026877,9.44544759038962,-0.307078842765223,-0.0227041020675394,2.11172786304914,0.508890853196042,0.319700947326785,0.0552562727291407,0
